emotion,text,,,
joy,"Finding out I am chosen to collect norms for Chinese aphasia (I á
will contribute to China's catching up with the West in á
neuropsychology).",,,
joy,"When there was a possibility of getting on better in professional á
life. I valorized very much this aspect. People showed me this á
possibility, not the real fact (even because until now ...)",,,
joy,Going to a concert.,,,
joy,"Last night I had a chat with a fellow student.  I had known her á
for about half a year, and for the first time we were speaking á
""the same language""- meaning an inspiring discussion and á
encounter.",,,
joy,"I was told quite unexpectedly that one wanted me to become the á
vice-chairman of our student organisation.  I was really á
surprised and joy was the first emotion I felt, though behind it á
there was worry - how shall I succeed ?",,,
joy,"As an evening class teacher I got positive feedback.  When the á
atmosphere is good and a kind of relaxed understanding exists.",,,
joy,Helping in the nursery school.,,,
joy,When I got a wedding ring of diamond from the boy I loved.,,,
joy,When I was admitted to the Sofia University.,,,
joy,"When I was accepted as supervisor for a student teacher.  The á
notification came by post.",,,
joy,"Found money on the road and returned it to the owner through á
police.",,,
joy,"When I was 17, I had a mystic vision. I melted into a dazzling á
light, which omitted perfect love. The physical experience became á
unimportant, I heard or saw the words ""overcome egotism"". The á
feeling of joy remained for month after that experience.",,,
joy,"When I met again a great friend and talked a little while with á
him. When I see again another I miss.",,,
joy,Got a present from my friend for my birthday.,,,
joy,When I was selected to start Form I at Malosa Secondary school.,,,
joy,"The time when my sister had her first baby I was so happy and á
joyous because she stayed for two days after marriage before she á
had a child.",,,
joy,"I made the college entrance examinations for P.U.C. It was what I á
wanted more. When the first list came out I got frustrated. I á
wasn't in. When the second list came out without hopes I started á
to read the newspaper and my name was thre. I was in the",,,
joy,"When I met an old schhol friend (school love) who works in á
Sk+vde.",,,
joy,"Last year I went to see friends in Yugoslavia - two girls with á
whom I get along very well.",,,
joy,"I was very joyful when I heard that I had passed the standard 8 á
exams. The day I heard the news was the day I celebrated my á
birthday.",,,
joy,"During my first week in Graz I met a girl who I had got to know á
in the train from Amsterdam to Graz. Although I had considered á
her very sympathetic, we had seperated without changing our á
adresses.",,,
joy,"When I heard that I had passed my MCE Exam, I spent the whole á
day dancing and eating sugarcanes from our garden.",,,
joy,Doing well in an examn.,,,
joy,Success in university entrance examination.,,,
joy,"I felt it when I received a letter telling that I had been á
classified in a national concourse of p... I felt happy and á
vanity about it.",,,
joy,"When I heard that I had passed my end of first year exams and I á
was ready to enter 2nd year because I felt I had failed as they were á
very hard.",,,
joy,Had a letter from my father (usually he does not write to me).,,,
joy,"It was when a friend took me to a place and gave me as a gift my á
astrologycal map with the explanations of a psychologist.",,,
joy,Passed the last exam.,,,
joy,"When my boyfriend came form Rumphi to Lilongwe for a visit I was á
very happy to see him and couldn't believe it was him with me.",,,
joy,I received a letter from a friend whom I was missing,,,
joy,"The day I received the key of my apartment and we could enter in á
it, for my fiancT and I had bought it yet in plans, and it seemed á
to us that this was almost impossible to happen.",,,
joy,"I was happy to hear that my sister had won a prize at running á
competition.",,,
joy,"To have a friend who I didn't see for months, and under the á
circumstances that I met him made me feel happy, and perhaps á
because it has been one of the good things that I learned with á
this friend.",,,
joy,When I won a tennis match.,,,
joy,Going to see a good film with my best friend.,,,
joy,"After passing my Malawi Certificate of Education Exam and being á
selected to Kamuzu College of Nursing.",,,
joy,When my brother bought me a nice pair of shoes from South Africa.,,,
joy,"I had not studied very much for my final examination at school, á
so I had to take an additional examination in French. The oral á
examination was not very hard for me - the more I was glad when I á
heard that I had passed it.",,,
joy,"When I was offered a high position of trust, which I later á
accepted.",,,
joy,"When, after a long time of searching I got my first job.",,,
joy,Meeting an old friend from high school.,,,
joy,Being elected as class leader.,,,
joy,"Celebrations on the graduation day with the orchestra playing in á
the garden ( I am a part of this orchestra).",,,
joy,Getting into this university to do medicine.,,,
joy,"I was joyful when I received a present (2 books and a pencil) á
from the headmaster in standard 6 because I had passed, I became á
No 1 and he said I was one of the pupils who had good behaviour.",,,
joy,When a person that I like very much got near to me.,,,
joy,"It was in 1983 September when MCE results were being announced on á
the radio. When I heard my name that I had done well I just kept á
quiet. I was so happy that I couldn't even talk.",,,
joy,When I asked my girlfriend to marry me.,,,
joy,When I met a friend that I hadn't seen for some time.,,,
joy,"I had a quarrel with my fiancT. When he admitted his fault, á
everything was allright. It was then for the first time that he á
surprised me with coffee and cake and a bunch of flowers.",,,
joy,When I was admitted to a certain school as a student.,,,
joy,Finding out that I am not ill (not seriously).,,,
joy,"When I had a psychical crisis, I met a girl, who told me that she á
had had almost the same problems and how she had finally overcome á
them.",,,
joy,"When I achieved my first 6 at University after a long string of á
3's, 4's and 5's (7 is the highest mark awarded, 3 is a conceded á
pass).",,,
joy,When I found out that I can travel with my best friend.,,,
joy,"When I finished my exams after 12th Grade, I was worried about á
getting a T.E. Score high enough for Physiotherapy. When I found á
that I had been accepted I was ecstatic, or more appropriately, á
could jump for joy.",,,
joy,"When I found out that I had passed the last two exams by a á
margin of three marks.",,,
joy,China winning the Asian Olympic games.,,,
joy,"Seeing a close friend who had just returned from twelve months á
overseas.",,,
joy,Aticle published.,,,
joy,"Two years ago, somebody I like very much wanted to give up his á
studies. I tried to make him understand the importance of what he á
was going to do, not only of the difficulty to find a job but also á
because he will decrease his culture etc. This person",,,
joy,Found my name on the list of attending the English lectures.,,,
joy,Being in love for the first time.,,,
joy,"When my sister - after a history of one abortion and one á
stillbirth - gave birth to a perfectly healty boy.",,,
joy,Getting into this university to do medicine.,,,
joy,I was admitted to the University and a niece was born to me.,,,
joy,Hear a very nice joke made by a friend.,,,
joy,"New year's eve 1983/1984, I met my girlfriend.  We stood on the á
steps outside her parents home and I kissed her for the á
first time.",,,
joy,"When I gave birth to my son and saw that he was alive and that I á
had managed it well.  He was born a month too early with a á
malfunctioning lung.  This happened a year ago.",,,
joy,Talking to a close friend.,,,
joy,"The weekend after I argued with my parents I went home again and á
they couldn't have been nicer. As soon as I walked in, Mum kissed á
me, then Dad, and thanked me for the birthday presents I'd left á
for him, including a very sentimental birthday card.",,,
joy,"Found out that me and my best friend are both chosen for the á
English lectures.",,,
joy,"Unexpectedly I met some persons who I like very much. á
Spontaneously they invited me and integrated me within their á
group, although it was late in the evening.",,,
joy,"Joy of giving birth, and of sharing that joy with my husband. á
Moments of complete happiness and feelings of so much love.",,,
joy,When I got the loan for my studies.,,,
joy,My father promoted to be a professor.,,,
joy,When I entered at the University.,,,
joy,Doing unexpectedly well in an examn.,,,
joy,"Receiving notification that I had made a successful application á
to the Speech Therapy course at Uni, gave me a very good feelig á
of achievment and joy.",,,
joy,"When I was a child, my beloved cat gave birth to four beautiful á
little kittens. Before she had them, she came up to me and I á
followed her out, then witnessed them being born.",,,
joy,"Found out that the girl I love loves me, too.",,,
joy,Falling in love.,,,
joy,First public speaking.,,,
joy,China winning the Asian Olympic games (TV).,,,
joy,Talking to a close friend.,,,
joy,My admittance to the University.,,,
joy,"Did well in an examn just before my father's birthday: the best á
present I can give to my father.",,,
joy,After a long time I saw my boy-friend again. ,,,
joy,"Joining in a research group studying consumer's behaviour and á
helping the people in the shop with the sales.",,,
joy,"I was in ILHA GRANDE with a wonderful sun, with wonderful people, á
with a wonderful sea, with a wonderful boy.",,,
joy,Found out my wife (girl-friend?) pregnant.,,,
joy,"A couple of years ago during the summer holiday, I was fishing at á
a lake with my husband.  Suddenly it started raining while the á
sun was still shining. I experienced a feeling of joy, happiness á
and fulfillment.  the whole nature was full of music.",,,
joy,China winning the Asian Olympic.,,,
joy,"Saw in TV that China had the most gold medals in the Asian á
Olympic.",,,
joy,"When I got through the examination for my driver licence, and á
when I finished I knew I had passed it.",,,
joy,Scoring a goal in football match.,,,
joy,"I felt happy when my mother borrowed me the car in order to let á
me go out alone for the first time.",,,
joy,My old friend visited me in the university.,,,
joy,Article published.,,,
joy,"When a close friend met me at the station in the middle of the á
night, when I came back from a long and tiring journey.",,,
joy,"I had a summer job in Sweden, and my boyfriend came to meet me on á
my birthday.",,,
joy,Always when I am well succeded.,,,
joy,Receiving a nice present from my parents.,,,
joy,Relatives visiting me.,,,
joy,Getting into this university.,,,
joy,Finding out that I can go to your English lectures.,,,
joy,Had a nice letter from my close friend.,,,
joy,"I thought that I had failed an examination, but when I was á
informed about the mark, I saw that I had passed it.",,,
joy,"When in the end of a semester I got the approval in a matter that á
I judged very difficult.",,,
joy,"Receiving a very personal letter from a lady that I like, which á
revealed that she was more enthusiastic about me than I had á
thought possible.",,,
joy,"My sister had a daughter. I saw the baby for the first time á
through a pane of glass and she looked at me.",,,
joy,Receiving a letter from a boy I care.,,,
joy,"When finally I found a place to live, I felt relieved, predicting á
changes in my life, and I became happy.",,,
joy,Finding out I was chosen for the English lectures.,,,
joy,"The situation in which I felt happiest in my life was when á
I was with the person I love for the first time.",,,
joy,My best friend chosen for your English lectures.,,,
joy,"When I was able to buy my new car, after lots of problems.",,,
joy,Winning Queensland Chess Championship.,,,
joy,"When I was accepted as a student at the college, not having á
thought it possible.",,,
joy,Being together with my best friend.,,,
joy,"Unexpected visit by a close friend, whom I hadn't seen for half a á
year.",,,
joy,"Time had struck 8 o'clock when I heard from the radio that I had á
been selected to Robert Blake Secondary School for Form I. I was á
very happy for the selection. My parents and I were very happy á
and full of joy.",,,
joy,I felt very happy when I won the football pools.,,,
joy,"Several days after my final examination at school, I was sitting á
in an airplane on my way to Greece. I enjoyed that moment very á
much.",,,
joy,"I met my girlfriend on the way and she joyfully welcomed me on á
the way home.",,,
joy,"When I learnt that I could do further studies at the Chinese á
university.",,,
joy,"The day that my boyfriend appeared at home with a pair of rings á
for our wedding.",,,
joy,"I met again a very good friend whom I had not seen for a long á
time.",,,
joy,"I felt happy when I saw my brother at the bus depot after 3 á
months without seing each other.",,,
joy,I was accepted by the Chinese university.,,,
joy,"I didn't like my former fob and felt joy when I received a á
telegram offering me a new one that I though better and for which á
I had been waiting.",,,
joy,[ No response.],,,
joy,When people remember us and shows interest about what we do.,,,
joy,"When I was at a party I met an old friend from an adult á
education course.  We had not met for 2 years but had both thought á
a lot about each other.  A wonderful experience.á
",,,
joy,"It was when I was selected to go to a Secondary school to start á
form I.",,,
joy,"Day I received my T.E. score and acceptance into my chosen course. á
",,,
joy,"That was soon after the results of the interview which nearly á
9,000 people attended in all the three regions of Malawi. My joy á
came after hearing on the radio that I was one of the people á
selected to undergo the Medical Assistant training at the á
L",,,
joy,"After my girl and I talked things over our relationship changed á
and became positive.  A diificult time turned into pleasant one.",,,
joy,"When I heard that I had passed Primary School Leaving Certificate á
and was selected to go for Secondary education.",,,
joy,"When I opened my TE Score envelope, and saw I got into á
Physiotherapy.",,,
joy,"A meeting with the family and the friends I felt dear and loved, á
sharing the gladness of being together at a birthday.",,,
joy,I stopped working (had a boring job).,,,
joy,"When I was selected to start Form I at Chilumba Secondary School á
out of the 100 pupils I was among the 4 who were successful. á
Family History showed that I had done better than all my brothers á
who had passed after repeating for several times.",,,
joy,"My neighbour was not able to set his car in motion because it had á
snowed heavily. I helped him - he was thankful and invited me.",,,
joy,When my application for studying the masters degree was accepted. ,,,
joy,"When I heard my name being announced on the radio that I had been á
successful in an interview for admittance for a medical Assistant á
training course. I was really happy and I enjoyed myself by á
dancing to music from the Radio cassette.",,,
joy,Getting back with my boyfriend after a year away - apart.,,,
joy,When I had an anticipatory honey-moon with my fiancTe.,,,
joy,[ No response.],,,
joy,"When I first heard ""I like you !"" from my boyfriend.",,,
joy,When I get a hug from someone I love.,,,
joy,"I felt joy when I passed the worst phase in my life and á
discovered how many people considered me important to them.",,,
joy,"I felt joy when I heard over the radio that I had been successful á
in my Primary School Leaving Certificate Examination and was á
selected for Secondary School.",,,
joy,"On December the 28th I was filled with Joy when I was told by my á
bosses that I had been selected to attend a course at the á
Lilongwe School for Health Scienced in Lilongwe.",,,
joy,"When I read the newspaper that morning I found my candidature á
number on the admission list of the Chinese university.  I was á
satisfied and happy and the cumulative anxiety disappeared.  I á
only wanted to cry out that I had succeeded.",,,
joy,"When the whole family gets together for a one week holiday.  á
Everybody feels free and the trip is well planned.  It works out á
well and we enjoy ourselves.",,,
joy,"After making an effort to enter at University I found a course á
and a school of higher education which were compatible with my á
experience and potentiality.",,,
joy,"When I got a stereo walkman from my father when he had finacial á
difficulties. I thought that although he promised to give me that á
present, he was not obliged to do so.",,,
joy,"I felt glad to live again when I went to a meeting about the á
""Knowledge"". There are 4 techniques of meditation that connect á
you with the essence of the human being.",,,
joy,"My friend took me to Civo Stadium to watch and listen to the á
music of the International singer Sam Mangwana. I had no hope of á
going there since I had no money so he gave me the money for á
admission.",,,
joy,"My friend came to see me after she had stayed abroad. I waited at á
the station.",,,
joy,"One of the greatest joiy was when I succeded in acquiring a á
motorcycle through my own efforts.",,,
joy,I finished my homework; an important task.,,,
joy,"When I was informed that I had been accepted as a student of á
Psychology.",,,
joy,"My friend had organized a birthday party for me secretly, I was á
very happy not so much for the presents but because they seemed á
to care for me.",,,
joy,"I felt joy when I passed my Malawi School Certificate of á
Education.",,,
joy,The joy came when I first proposed a girl at Secondary School.,,,
joy,"After being away on a holiday for 2 months, a friend, who lived á
interstate, had remembered when I'd get back and phoned to á
welcome me home on the night of my arrival.",,,
joy,"I am happpy when I get good results in the field of academics or á
athletics.  ",,,
joy,When I won a trip to Greece in a competition.,,,
joy,"This happened when I was selected to go to Secondary school to á
start Form I in October 1980.",,,
joy,When I was acceptted as a student of psychology.,,,
joy,"My girlfriend who had been very far away from me came to my á
place. She saw me and ran after me. I didn't know that she had á
come. I couldn't see her. She held my shoulders standing behind á
me.",,,
joy,"When I passed the whole weekend with my boyfriend, coming back á
home on Sunday afternoon he met my parents for the first time.",,,
joy,When I married my wife and took her home for the first time.,,,
joy,When I could study at university.,,,
joy,"A very good friend of mine had been away for three months. When á
we met again, we ran up to each other and embraced.",,,
joy,"This came in when at one time I met a girl who I didn't expect to á
fall in love with me. Fortunately I tried my luck and she accepted á
my proposal. At the same time she was giving me a lot of money á
which was just like a miracle to me.",,,
joy,"I had a very close friend who went to Canada after her F.B, his  á
departure was unavoidable.  When he came back during the Summer á
holidays I was very happy as nothing had changed between us.",,,
joy,"When I won the ""Under 18"" Showjumping at the Brookfield Show. The á
competition was very stiff and there were many riders competing.",,,
joy,When I recently got an appartment in central Gottenburg.,,,
joy,When I bought my car.,,,
joy,"On my birthday, an old friend of mine sent me a card. I had not á
met him for a year and I was very glad that he had thought of me.",,,
joy,"It was August 30th when I heard on the radio that I passed my á
M.C.E. exams and I was really happy and joyous because of the á
event.",,,
joy,"When my brothers had passed all of their exams and were able to  á
graduate from their courses.",,,
joy,"At a friend's birthday party with some of my closest friends.  It á
was all very pleasant and one could say that I was happy to have á
such good friends.",,,
joy,The birth of my daughter.,,,
joy,"This emotion happened when I passed my primary school examination á
and was selected for Secondary School.",,,
joy,"When my son returned from mountaineering - healthy in body and á
soul.",,,
joy,"My sister gave birth to twins, healthy ones.",,,
joy,"I was captain of the school swimming team. The team was only two á
points in front before the last relay. We won the relay, which I á
swam in, and thus my team won the championship.",,,
joy,"I found a human ""treasure"" that I desired and got immediately. I á
didn't think about anything. When I touched him I imploded but I á
am whole.",,,
joy,"It was when I was allowed to take my wife away from her parents á
after being refused for three times on grounds that she should á
first write her examination.",,,
joy,Watching China winning the Asian Olympic games.,,,
joy,When I passed the first examination that I had to repeat.,,,
joy,When I had passed MCE examinations.,,,
joy,"The day I was told that I had passed my Malawi School leaving á
Exams and I was selected to go to college.",,,
joy,Made a wonderful driend who understands me.,,,
joy,"When I received my TE Score and my acceptance from University - á
it had been a goal since I left the bank a year earlier.",,,
joy,"I had a singing-lesson, but I was not very good. The last á
exercise was singing scales. I did that very well and my teacher á
seemed satisfied.",,,
joy,"An ex-colleague asked me if I was interested in working in their á
accounts bureau.  They needed ""clever people"" and he had á
""immediately thought of me.""",,,
joy,When I got a small present form a person I like very much.,,,
joy,"When I was appointed to position of trust in a group set up to á
change the working environment.",,,
joy,When my girlfriend became pregnant.,,,
joy,"I had an interview for entry into college. The results were to be á
announced on radio. After a long period of waiting the results á
were released. I had succeded - tension was relieved by joy.",,,
joy,Talking with a nice girl.,,,
joy,"I had stayed for months without seeing mother because our á
holidays were short and my home is far. Some times, mother came to á
see me at school, I was very joyful, and I didn't want her to go.",,,
joy,"When I saw my name in the newspaper and I knew that I entered at á
the University.",,,
joy,Good news about a sick relative.,,,
joy,Getting a letter from a friend who did not write for a long time.,,,
joy,"I was given a gift by my sister. There were many pleasant things á
in this parcel.",,,
joy,"When I saw the certificate results, I did not feel very happy as I á
did not realize that I had got all the credits until my á
classmates pointed it out to me.  My parents and my relatives á
praised me and I realized that my results were good i.e 2A, 5B, ",,,
joy,"The day the results of the university entrance exam was á
published, I found my canditate number and I was very excited.",,,
joy,"In a day when at work, in school, and relationships came out as I á
wanted, and I was recognized in my work.",,,
joy,The time I first saw my cousin who is living in Tanzania.,,,
joy,"I realized that a fellow member had grown spiritually.  I was the á
leader of a spiritual group and had prayed for him.  He did not á
want to burn the incense but his mother forced him to do it.  á
Finally his mother told him that he could discontinue if ",,,
joy,"On my 18th birthday I passed the driving-test. I was glad because á
I had had to study very much, because I had been lucky and á
because - as a proof that it was really difficult - not everybody á
had passed the test.",,,
joy,"When I passed standard 8 exams I jumped, rolled over the ground.",,,
joy,When I knew about my first job.,,,
joy,When my one year old son gives me a spontaneous kiss.,,,
joy,[ No response.],,,
joy,When we got a young dog.,,,
joy,A boy I had been admiring so much asked me to go out with him.,,,
joy,"The time I learnt that I had passed my Malawi School leaving á
Certificate Examinations.",,,
joy,"A friend of mine that is abroad undertook recently an axam to á
enter on University in Dallas, and was approved.",,,
joy,"Can't remember specific event - besides just being moderately á
happy until a year or so ago.",,,
joy,Finding out my name on the list for English lectures.,,,
joy,"I was filled with joy when I heard that I had been selected to á
come here at Kamuzu College of Nursing.",,,
joy,"I was travelling in the South of Brasil, near the end of the á
year. I was well settled with 3 friends. At the evening of 31 M., á
somebody, also with us, took from his purse pints of all colours, á
and the 4 of us, and other friends, that were at the sam",,,
joy,When I was finally qualified for my profession.,,,
joy,"The day I was told that I had been accepted as a student of á
economics.",,,
joy,"I felt a great joy when I knew that my father was going to sell á
the apartment from GUARUSA, because in some way we were helded by á
it, that means that we didn't go to any other place, because we á
had the apartment.",,,
joy,"On my birthday I got a present that I had desired for a long á
time.",,,
joy,"I felt joy when I heard my name being called on the radio as one á
of the students who had passed the interview of Nursing and was á
selected to start Nursing.",,,
joy,When I attended the concert of a pop singer.,,,
joy,"When I discovered that I and my friend would be licensed at the á
first call. This emotion was accompanied by a great relief. It á
was the coronation of a year of sacrifice and extrene discipline.",,,
joy,When I received a beautiful birthday gift form my parents.,,,
joy,"When my present boyfriend asked me initially to go out with him I á
had waited a long time for this to occur.",,,
joy,"I worked at a lawyer's office during Summer and I got a very á
good reference from him.",,,
joy,When I had a good result in the certificate examination.,,,
joy,Passing a very difficult examination which I didn't expect - MCE.,,,
joy,I unexpectedly got a present from my father.,,,
joy,I felt joy when I entered at the University.,,,
joy,"I met a certain lady at Mchesi and I proposed a word of love to á
her and at the same time she accepted my proposal.",,,
joy,Yesterday my friend gave me a gift and had dinner with me.,,,
joy,"I was filled with joy when I heard that I had passed my Secondary á
school leaving certificate exam.",,,
joy,When I was selected to a University College of Nursing.,,,
joy,When I passed an exam.,,,
joy,"I passed my MCE Examination. at first I was worried but when I á
heard my name I had joy in my heart and I arranged for a trip to á
attend a wedding ceremony.",,,
joy,"I had a friend who I didn't see for a long time. We had a á
relationship from much union and interaction. It was more that á
one year that I didn't see her. She appeared in my home and we á
talked.",,,
joy,"On holidays - just driving along a road beautiful scenery. Just á
with my boyfriend - not really talking but just feeling á
overwhelmed.",,,
joy,"I wrote a difficult Exam at one time while in my Secodary School. á
When the results were announced on the radio, I came second out á
of 80 students hence I felt joy.",,,
joy,"I was filled with joy when I heard that I had been selected for a á
University course.",,,
joy,"On New Year's Eve I went in a disco with friends. I amused myself á
and got to know many other people.",,,
joy,"When I heard that a good friend, who had been abroad for a long á
time, would come and see me.",,,
joy,"I preached to a F.3 students in a gospel camp.  They thus knew á
more about God and made up their minds to believe in Jesus.",,,
joy,Being asked to go out by someone I care. ,,,
joy,When I passed my MSCE Exams and was selected to go to college.,,,
joy,When I had my first boyfriend.,,,
joy,"When I saw my brother in Church, and publically accept Jesus á
Christ as his saviour and Lord.",,,
joy,"When the church choir came one Sunday after being away for some á
weeks.",,,
joy,"I wanted to go out to walk but I didn't know either where or á
with whom, suddenly an invitation appeared.",,,
joy,"I went on a picnic to the country side park.  The beautiful á
scenary made me feel relaxed and every worry disappeared , thus á
the picnic was worthwhile.",,,
joy,When I was selected to come here.,,,
joy,"When I recently managed to get my first consulting assignment á
""myself"" i.e on my own initiative.",,,
joy,When I got a record as a gift from a friend.,,,
joy,Emotional reassurances by spouse.,,,
joy,When I found out I had passed all of my university exams.,,,
joy,I received a letter of acceptance from UNZA.,,,
joy,"I was coming home from an exam and I supposed that I had á
passed it so I ran to a restaurant for a beer.",,,
joy,When my first child was born.,,,
joy,"When I received my U.E. accredited as I was totally unexpecting á
it and I was so happy.",,,
joy,"I had been away from home for a long time and when I came home I á
was delighted.  It was wonderful to see familiar, dear people and á
I was rejoycing in advance.  I had been feeling very lonely.",,,
joy,"I experienced joy when I got the results - I had made it to the á
second year.",,,
joy,"I received an assignment back, and got an A+ grading.",,,
joy,"When last year in college I received the award ""Best Student of the Year"", á
  I felt very happy as I got what I had wanted and my wish had á
been fulfilled.á
",,,
joy,While dancing in a restaurant last week.,,,
joy,When in an economic crisis I got an unexpected sum of money.,,,
joy,"Getting University Entrance accredited and arriving home from á
boarding school on accrediting leave.",,,
joy,"When a girl I wanted very much, said ""yes"" and fell in love with  á
me.",,,
joy,"My girlfriend wrote to me telling me that she was four months á
pregnant and that I was responsible for the ""damages"".  This made á
me happy as I longed to have a child to call mine.",,,
joy,The birth of my first child.,,,
joy,"My girlfriend gave me some feed-back and I understood that it á
meant that our relationship was about to turn even closer.",,,
joy,"When I heard that a close relative of mine had given birth at a á
very young age, in a very remote area and had had very few problems.",,,
joy,"After my vacations, one day after a lecture it occured to me to á
buy a rose for my mother.  We went together to a pub and my á
mother told me that she would be getting married next Spring.  I á
did not known about it and so was all the more glad.",,,
joy,"As the time to get the results drew near I became more and more á
anxious.  My friend called me and said, "" You have passed.""  My á
heart was full of joy.",,,
joy,"I was biking with my boyfriend, the sun shining after a long á
period of bad beather, afterwards we spent the evening and night á
together.",,,
joy,When I was accepted at UNZA.,,,
joy,Talking with someone I admire a lot.,,,
joy,"Winning a race that I had been training for, for many weeks. á
(Running Race).",,,
joy,"When the bank let me borrow some money this winter, after my á
grant was spent.",,,
joy,"The day I got a telegram telling me that I had been selected for á
a B.A at UNZA.  I felt happy because I had not expected to be á
selected.",,,
joy,"When I fell in love with ""X"".  Overnight I felt confidence, self-esteem,    á
responsible and worthwhile.",,,
joy,"Listening to the opening bars of Tchaikovsdy's symphony No.2 á
fourth movement at my sister's wedding.",,,
joy,When I saw my family after a separation of one year.,,,
joy,"While watching an entertainment program in which there was a clever  á
and amusing sketch.",,,
joy,"I am a school teacher. At a teacher-parent meeting I received a á
good deal of positive feed-back on my work both from the parents á
and through them from the pupils.",,,
joy,When I heard that I had achieved a place in form I.,,,
joy,"When I was appointed by the Ministry of health to join the á
teaching staff of one of the medical colleges.",,,
joy,When my father bought me a suit.,,,
joy,When I received my promotion letter.,,,
joy,"My son was registered to get admission in grade one of the         á
primary school.  The chances of him getting a place there was 1/10.  á
Two weeks later I was informed that he had been enrolled.",,,
joy,[ A successful lesson.],,,
joy,"After a long time (of no communication with him, physical á
illness and worry) my lover came to see me, when I least expected á
to see him.",,,
joy,"I was ""best man"" at my brother's wedding a year ago.",,,
joy,"When I heard that someone who is very close to me did very well á
in the exams despite having fooled around a lot.",,,
joy,"When, after a long time, I saw a girl with whom I was in love.",,,
joy,"When I was accepted for my third year (G-10) at my former á
secondary school.",,,
joy,Hearing my girlfriend accept my offer of marriage.,,,
joy,When passing the final examinations for social worker.,,,
joy,"Seeing my sister after about 2 years of not seeing her. Only á
spent 1 hour or so before she was off overseas with her husband á
for 3 months.",,,
joy,When I won the first prize in a cross country race.,,,
joy,When I passed my form three exams.,,,
joy,I shot the decisive goal in an ice-hockey match.,,,
joy,When I had my four children.,,,
joy,"I was in a restaurant with my boyfriend when I saw my best female á
friend after not seeing her for two weeks.  We rejoyced, hugged á
and had a long talk.",,,
joy,"When the Real Madrid team of basket ball qualified for the final á
of the Europe Cup at Athens.",,,
joy,When I got first division in the exams before leaving school.,,,
joy,The day I finished my military service.,,,
joy,"When I was accepted for further education, here at the á
university.",,,
joy,"I passed an exam which I was not sure at all to pass.  I rejoyced á
at the result because the possibility of continuing my studies á
depended on it.",,,
joy,"At an important moment in a volleyball game we made a point and á
by this we won a set from a much stronger competitor.",,,
joy,"When I went to a job interview, I met a person who was very nice, á
and his attitude made me glad.",,,
joy,When I was told that I had passed the exams.,,,
joy,When I heard that I had made it to the second year at UNZA.,,,
joy,When I first passed a job interview.,,,
joy,"When I passed the last exam, which I had doudts about.",,,
joy,"After going through much shame, I became a Christian and á
something new happened in my heart.  Joy that overflows was á
manifest in me.",,,
joy,"When a cousin of mine was discharged from the hospital after       á
a long illness.  I had thought that this illness would never end.",,,
joy,"When I was back home after a long time, meeting beloved people á
and close friends.",,,
joy,A good report card (a scholarship) in primary school.,,,
joy,"When I spoke to my daughter and wished her luck for the á
examinations she was about to take.",,,
joy,"When on holiday in Greece I called my best friend, she told me á
she passed the examinations and that she had been admitted to the á
study for speech therapy.",,,
joy,"When I hooked a girl in Kitwe.  She was very beautiful for my á
standards, a rare bird of this kind accepted me as a boyfriend.",,,
joy,"When my uncle gave me my first year's results.  I opened the á
envelope and my eyes ran into two ""B+"" - in EC110 and M160, this á
meant that I had qualified for a major in economics.",,,
joy,"A holiday at a whitesand deserted beach. A cool evening near the á
end of summer and we had a fire in the sand - toasted á
marshmellows, cuddled and drank champagne.",,,
joy,My first kiss.,,,
joy,My being admitted to UNZA.,,,
joy,"A friend came to tell me that her father invited me to go on á
holiday with them in Benidorm otherwise I could not afford to go á
on holiday.",,,
joy,"I was at school whhen I received a letter from the dean of my á
school congratulating me for my performance at the previous á
year's exam. ",,,
joy,"When my red-cheeked, content child runs to meet me in the yard of á
the kindergarten and gives me a moist kiss on my cheek.",,,
joy,The next morning I awoke with joy in my heart,,,
joy,He lived all his life in a realm of joy and beauty,,,
joy,[ Being close to another person.],,,
joy,"I was in grade 7.  We had an inter-house volley-ball competition. á
 In Luapula I was the youngest member of the team and I scored  á
the winning goal using my head.  I jumped up with joy and fell á
down.",,,
joy,"At the moment when I heard the result of an examination and it á
proved that I succeeded the second year of my study.",,,
joy,"This happened when I went to check my first year results, I had  á
thought that I would fail and I found that I had a clear pass in á
all my courses.",,,
joy,"I can't give one description here. I often feel joyful when I á
have done things good in relation to other people especially when á
my friend says he loves me and I also tell him that I love him.",,,
joy,"When I look at people around and know that people who are stupid á
look stupid.",,,
joy,"I went to a doctor with a complaint. The doctor told me that I á
was completely healthy.",,,
joy,"I felt joy when I came to know Christ.  That is when I became a á
Christian.",,,
joy,When I was sick my husband bought me a piece of cake.,,,
joy,When my boyfriend came back after being away for 10 days.,,,
joy,The time I qualified to enter secondary school.,,,
joy,When I passed the grade 7 exam.,,,
joy,"When I was making music together with my friend. It sounded very á
good and we were very satisfied.",,,
joy,"When I unexpectedly received birthday greetings from a person I á
like.",,,
joy,When I learnt that I was selected for form I.,,,
joy,"This was when the girl I was in love with accepted my proposal á
and everything went smoothly, just as I had wanted it to.  It was á
contrary to my previous feelings of uncertainty about her á
response.",,,
joy,When I accepted Jesus Christ as my personal saviour.  ,,,
joy,"When I passed the first year and so I could come back for my á
second year.",,,
